,ensg_id,description,category,logtpm_mean,logtpm_std,stratified_level
13823,ENSG00000175931,ubiquitin-conjugating enzyme E2O,Expressed in all tissues,4.28331278732144,0.6468076835996776,4
13824,ENSG00000175938,ORAI calcium release-activated calcium modulator 3,Expressed in all tissues,4.089086424270121,0.7738803656991331,4
13831,ENSG00000176018,"LysM, putative peptidoglycan-binding, domain containing 3",Expressed in all tissues,4.423744445300917,0.6266105279000449,4
13833,ENSG00000176022,"UDP-Gal:betaGal beta 1,3-galactosyltransferase polypeptide 6",Expressed in all tissues,3.1282981957086617,0.681086630800275,3
13846,ENSG00000176095,inositol hexakisphosphate kinase 1,Expressed in all tissues,4.725105247058721,0.7375595362259061,4
13848,ENSG00000176102,"cleavage stimulation factor, 3' pre-RNA, subunit 3, 77kDa",Expressed in all tissues,5.078479810314644,0.6738542323159936,5
13849,ENSG00000176105,v-yes-1 Yamaguchi sarcoma viral oncogene homolog 1,Expressed in all tissues,5.0939993324749535,0.9111768649825116,5
13850,ENSG00000176108,charged multivesicular body protein 6,Expressed in all tissues,4.388396532761308,0.5313835577597632,4
13851,ENSG00000176124,deleted in lymphocytic leukemia 1 (non-protein coding),Expressed in all tissues,3.5256109264479325,0.7318934296523295,3
13855,ENSG00000176142,transmembrane protein 39A,Expressed in all tissues,4.756522563312945,0.6753297220794785,4
13856,ENSG00000176148,"t-complex 11, testis-specific-like 1",Expressed in all tissues,3.371932913106529,0.7496817958083576,3
13858,ENSG00000176155,coiled-coil domain containing 57,Expressed in all tissues,5.08218747026782,0.7388861647683925,5
13870,ENSG00000176209,small integral membrane protein 19,Expressed in all tissues,6.11765634067962,0.47015029369558886,6
13873,ENSG00000176225,rotatin,Expressed in all tissues,2.7877305976372977,0.7101619733442013,2
13880,ENSG00000176248,anaphase promoting complex subunit 2,Expressed in all tissues,4.898944056218303,0.6150719166290297,4
13883,ENSG00000176261,zinc finger and BTB domain containing 8 opposite strand,Expressed in all tissues,5.35817292321713,0.5166044418544923,5
13892,ENSG00000176340,cytochrome c oxidase subunit VIIIA (ubiquitous),Expressed in all tissues,8.057105321572338,0.687198585121196,8
13895,ENSG00000176371,zinc finger and SCAN domain containing 2,Expressed in all tissues,3.1010131166684043,0.5927186567294532,3
13901,ENSG00000176393,arginyl aminopeptidase (aminopeptidase B),Expressed in all tissues,5.937767946613136,0.7389341110353409,5
13902,ENSG00000176396,EP300 interacting inhibitor of differentiation 2,Expressed in all tissues,3.4332386095233516,0.6818454060765209,3
13907,ENSG00000176407,potassium channel modulatory factor 1,Expressed in all tissues,5.81514382724239,0.3713655577012604,5
13908,ENSG00000176410,"DnaJ (Hsp40) homolog, subfamily C, member 30",Expressed in all tissues,2.8830172679711104,0.6375968872605763,2
13909,ENSG00000176422,SPRY domain containing 4,Expressed in all tissues,3.967396309439663,0.6618795506865282,3
13913,ENSG00000176444,CDC-like kinase 2,Expressed in all tissues,5.64568371179199,0.7037599441467552,5
13917,ENSG00000176473,WD repeat domain 25,Expressed in all tissues,3.5408220089547,0.5665467832400803,3
13918,ENSG00000176476,coiled-coil domain containing 101,Expressed in all tissues,4.753942994361738,0.6284274477942416,4
13923,ENSG00000176531,"pleckstrin homology-like domain, family B, member 3",Expressed in all tissues,3.4481329289423126,0.9818147398693178,3
13927,ENSG00000176542,KIAA2018,Expressed in all tissues,2.886176242692445,0.590451759690118,2
13939,ENSG00000176619,lamin B2,Expressed in all tissues,4.1744970292760755,0.9117044495011989,4
13940,ENSG00000176623,regulator of microtubule dynamics 1,Expressed in all tissues,5.672190198954006,0.5998001005110933,5
13941,ENSG00000176624,mex-3 RNA binding family member C,Expressed in all tissues,4.987870542367135,0.9184498563654878,4
13953,ENSG00000176715,acyl-CoA synthetase family member 3,Expressed in all tissues,4.7560792387232045,0.6136534389748167,4
13956,ENSG00000176731,chromosome 8 open reading frame 59,Expressed in all tissues,6.868377516780672,0.3629701005577727,6
13966,ENSG00000176783,RUN and FYVE domain containing 1,Expressed in all tissues,5.426132979443589,0.5151268529456986,5
13971,ENSG00000176809,"leucine rich repeat containing 37, member A3",Expressed in all tissues,2.7344474238796295,0.9225476357632856,2
13974,ENSG00000176845,"meteorin, glial cell differentiation regulator-like",Expressed in all tissues,4.5551234479951574,0.9603290476856738,4
13975,ENSG00000176853,"family with sequence similarity 91, member A1",Expressed in all tissues,4.60749445793294,0.8800466142775807,4
13976,ENSG00000176871,WD repeat and SOCS box containing 2,Expressed in all tissues,5.894603945993594,0.763470432974963,5
13982,ENSG00000176894,"peroxisomal membrane protein 2, 22kDa",Expressed in all tissues,4.901562316925764,0.9512511687710878,4
13991,ENSG00000176915,ankyrin repeat and LEM domain containing 2,Expressed in all tissues,5.760712058361986,0.7193569559217385,5
14000,ENSG00000176946,THAP domain containing 4,Expressed in all tissues,5.606366861110362,0.5396169770063088,5
14004,ENSG00000176973,"family with sequence similarity 89, member B",Expressed in all tissues,5.128147615811676,0.6444854121809531,5
14006,ENSG00000176978,dipeptidyl-peptidase 7,Expressed in all tissues,6.452182534871229,0.7200470289692911,6
14009,ENSG00000176986,SEC24 family member C,Expressed in all tissues,6.104559817527106,0.5588837147720397,6
14011,ENSG00000176994,"Smith-Magenis syndrome chromosome region, candidate 8",Expressed in all tissues,3.583070202962306,0.7685873438168963,3
14012,ENSG00000177000,methylenetetrahydrofolate reductase (NAD(P)H),Expressed in all tissues,4.095639212375895,0.7185526618449284,4
14017,ENSG00000177042,transmembrane protein 80,Expressed in all tissues,4.9813314850555255,0.7797311275352503,4
14020,ENSG00000177051,F-box protein 46,Expressed in all tissues,3.1539052760458666,0.6862574281305418,3
14024,ENSG00000177082,WD repeat domain 73,Expressed in all tissues,4.95257981473415,0.7178443833537625,4
14032,ENSG00000177119,anoctamin 6,Expressed in all tissues,5.514229866900956,0.8882244628188597,5
14033,ENSG00000177125,zinc finger and BTB domain containing 34,Expressed in all tissues,2.779301790464909,0.6929248501726157,2
14036,ENSG00000177150,"family with sequence similarity 210, member A",Expressed in all tissues,3.7416289418629947,0.7090600806561632,3
14038,ENSG00000177156,transaldolase 1,Expressed in all tissues,7.350950761355896,0.6678239778272572,7
14039,ENSG00000177169,unc-51 like autophagy activating kinase 1,Expressed in all tissues,4.568351068648652,0.7246122237249248,4
14046,ENSG00000177192,pseudouridylate synthase 1,Expressed in all tissues,3.979169688523044,0.6088692738072387,3
14047,ENSG00000177200,chromodomain helicase DNA binding protein 9,Expressed in all tissues,4.681344617093196,0.7666665273350356,4
14051,ENSG00000177225,Parkinson disease 7 domain containing 1,Expressed in all tissues,5.032784091872072,0.6683768308886837,5
14054,ENSG00000177239,"mannosidase, alpha, class 1B, member 1",Expressed in all tissues,5.430905715769419,0.5633898020580254,5
14064,ENSG00000177302,topoisomerase (DNA) III alpha,Expressed in all tissues,4.346745183601582,0.6267215298010637,4
14066,ENSG00000177311,zinc finger and BTB domain containing 38,Expressed in all tissues,6.001187050315351,0.899835573909326,6
14070,ENSG00000177352,coiled-coil domain containing 71,Expressed in all tissues,4.216672799703695,0.6558417351811339,4
14076,ENSG00000177383,"melanoma antigen family F, 1",Expressed in all tissues,5.036501054995985,0.8547651514390279,5
14081,ENSG00000177426,TGFB-induced factor homeobox 1,Expressed in all tissues,5.9479329705434845,0.9796022715106705,5
14094,ENSG00000177479,ariadne RBR E3 ubiquitin protein ligase 2,Expressed in all tissues,6.065409778969166,0.5006657376876209,6
14096,ENSG00000177485,zinc finger and BTB domain containing 33,Expressed in all tissues,4.00110163853863,0.6857267625838666,4
14107,ENSG00000177556,antioxidant 1 copper chaperone,Expressed in all tissues,6.883586663671948,0.6960073946911093,6
14109,ENSG00000177565,transducin (beta)-like 1 X-linked receptor 1,Expressed in all tissues,5.416808129967988,0.6620723649006519,5
14112,ENSG00000177576,chromosome 18 open reading frame 32,Expressed in all tissues,6.775243987124884,0.6439805057821335,6
14113,ENSG00000177595,p53-induced death domain protein,Expressed in all tissues,3.4905504388424715,0.7596247360034698,3
14119,ENSG00000177613,"cleavage stimulation factor, 3' pre-RNA, subunit 2, 64kDa, tau variant",Expressed in all tissues,4.514479477466382,0.566310483719298,4
14122,ENSG00000177628,"glucosidase, beta, acid",Expressed in all tissues,5.605242892360481,0.7820045003438585,5
14123,ENSG00000177646,"acyl-CoA dehydrogenase family, member 9",Expressed in all tissues,5.102698508369031,0.5626311552552422,5
14128,ENSG00000177674,angiotensin II receptor-associated protein,Expressed in all tissues,5.348487710087204,0.9197037086308063,5
14131,ENSG00000177683,THAP domain containing 5,Expressed in all tissues,4.853826997072747,0.793720532228766,4
14139,ENSG00000177697,CD151 molecule (Raph blood group),Expressed in all tissues,7.5812485595177765,0.8877263979702921,7
14141,ENSG00000177706,"family with sequence similarity 20, member C",Expressed in all tissues,4.605537478404487,0.9565107999860512,4
14145,ENSG00000177728,KIAA0195,Expressed in all tissues,6.092161042497856,0.6860475083134125,6
14146,ENSG00000177731,flightless I homolog (Drosophila),Expressed in all tissues,7.209794597471763,0.5109300433783529,7
14154,ENSG00000177830,chitinase domain containing 1,Expressed in all tissues,6.357599805612188,0.4947882490171753,6
14156,ENSG00000177854,transmembrane protein 187,Expressed in all tissues,2.861017508387984,0.5415585176828194,2
14157,ENSG00000177868,coiled-coil domain containing 23,Expressed in all tissues,5.376494050570406,0.7636010798389214,5
14158,ENSG00000177873,zinc finger protein 619,Expressed in all tissues,2.1282078727187432,0.5515527848511559,2
14160,ENSG00000177879,"adaptor-related protein complex 3, sigma 1 subunit",Expressed in all tissues,6.516910883319831,0.6598638559011226,6
14161,ENSG00000177885,growth factor receptor-bound protein 2,Expressed in all tissues,6.704925057184355,0.8142369357420062,6
14163,ENSG00000177889,ubiquitin-conjugating enzyme E2N,Expressed in all tissues,6.395399573874121,0.6960336096462635,6
14164,ENSG00000177917,ADP-ribosylation-like factor 6 interacting protein 6,Expressed in all tissues,4.795023135658062,0.8899396916525816,4
14168,ENSG00000177946,CENPB DNA-binding domains containing 1,Expressed in all tissues,3.041762991880276,0.651031138307589,3
14170,ENSG00000177951,Bet1 golgi vesicular membrane trafficking protein-like,Expressed in all tissues,5.602330226115256,0.5673805447502812,5
14172,ENSG00000177963,RIC8 guanine nucleotide exchange factor A,Expressed in all tissues,6.105098210452101,0.5876273406672682,6
14174,ENSG00000177981,ankyrin repeat and SOCS box containing 8,Expressed in all tissues,5.28574931168184,0.6280500015031136,5
14183,ENSG00000178028,DNA methyltransferase 1 associated protein 1,Expressed in all tissues,5.482613872755866,0.500883266911352,5
14186,ENSG00000178035,IMP (inosine 5'-monophosphate) dehydrogenase 2,Expressed in all tissues,7.306948702724852,0.7854770505731887,7
14190,ENSG00000178057,"NADH dehydrogenase (ubiquinone) complex I, assembly factor 3",Expressed in all tissues,6.269367520598898,0.706061208512008,6
14191,ENSG00000178074,chromosome 2 open reading frame 69,Expressed in all tissues,3.788892661763706,0.6294822508619725,3
14196,ENSG00000178096,bolA family member 1,Expressed in all tissues,4.065414848048915,0.532103001619359,4
14198,ENSG00000178105,DEAD (Asp-Glu-Ala-Asp) box polypeptide 10,Expressed in all tissues,4.779808182076135,0.905528970840177,4
14201,ENSG00000178127,"NADH dehydrogenase (ubiquinone) flavoprotein 2, 24kDa",Expressed in all tissues,5.3627052800450565,0.6663477388116167,5
14202,ENSG00000178149,DALR anticodon binding domain containing 3,Expressed in all tissues,4.963227831032623,0.8022126238639232,4
14204,ENSG00000178163,zinc finger protein 518B,Expressed in all tissues,3.5304024288133213,0.8893851368105637,3
14211,ENSG00000178188,SH2B adaptor protein 1,Expressed in all tissues,5.6195712707101935,0.5500727202316945,5
14216,ENSG00000178209,plectin,Expressed in all tissues,5.236801582544732,0.8079476493586796,5
14222,ENSG00000178234,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 11 (GalNAc-T11),Expressed in all tissues,5.533181572587028,0.8491643270291888,5
14225,ENSG00000178252,WD repeat domain 6,Expressed in all tissues,6.988811785421477,0.6781308583981887,6
14232,ENSG00000178307,transmembrane protein 11,Expressed in all tissues,4.715592722596398,0.5015763526194651,4
14233,ENSG00000178338,zinc finger protein 354B,Expressed in all tissues,3.864739377177433,0.8136539996026717,3
14239,ENSG00000178381,"zinc finger, AN1-type domain 2A",Expressed in all tissues,5.07161235407183,0.7288860863025358,5
14244,ENSG00000178397,"family with sequence similarity 220, member A",Expressed in all tissues,4.1392435844598445,0.9665228489007445,4
14249,ENSG00000178425,5'-nucleotidase domain containing 1,Expressed in all tissues,5.702661574691717,0.6759619567412314,5
14251,ENSG00000178449,cytochrome c oxidase assembly homolog 14 (S. cerevisiae),Expressed in all tissues,6.186077238843455,0.560394735724827,6
14254,ENSG00000178467,"prolyl 4-hydroxylase, transmembrane (endoplasmic reticulum)",Expressed in all tissues,4.918842804122707,0.7736440057894269,4
14263,ENSG00000178567,EPM2A (laforin) interacting protein 1,Expressed in all tissues,4.180172449831037,0.7058419611142003,4
14266,ENSG00000178585,"catenin, beta interacting protein 1",Expressed in all tissues,4.953205432049683,0.9288335348467266,4
14271,ENSG00000178605,GTP binding protein 6 (putative),Expressed in all tissues,5.086013048482986,0.506393563702822,5
14272,ENSG00000178607,endoplasmic reticulum to nucleus signaling 1,Expressed in all tissues,3.9552362950543314,0.9516566059132264,3
14280,ENSG00000178691,SUZ12 polycomb repressive complex 2 subunit,Expressed in all tissues,4.793532776468478,0.7927660708377551,4
14285,ENSG00000178719,"glutamate receptor, ionotropic, N-methyl D-aspartate-associated protein 1 (glutamate binding)",Expressed in all tissues,7.296762322400539,0.7385208113200111,7
14290,ENSG00000178741,cytochrome c oxidase subunit Va,Expressed in all tissues,7.925372993271955,0.8811503724882925,7
14293,ENSG00000178761,"family with sequence similarity 219, member B",Expressed in all tissues,5.72089684372402,0.7847468747544697,5
14294,ENSG00000178764,zinc fingers and homeoboxes 2,Expressed in all tissues,4.37520435006255,0.8247503104917386,4
14301,ENSG00000178802,mannose phosphate isomerase,Expressed in all tissues,5.864203909506498,0.5779958054525796,5
14312,ENSG00000178896,exosome component 4,Expressed in all tissues,4.067195420686022,0.6165267076943034,4
14317,ENSG00000178921,phosphoribosylformylglycinamidine synthase,Expressed in all tissues,3.9598281175695274,0.6796409333182596,3
14318,ENSG00000178922,hydroxypyruvate isomerase (putative),Expressed in all tissues,5.702525494577433,0.67922364222684,5
14319,ENSG00000178927,chromosome 17 open reading frame 62,Expressed in all tissues,6.3175627626956095,0.9893926086097096,6
14323,ENSG00000178950,cyclin G associated kinase,Expressed in all tissues,5.610724192156871,0.7536381478803937,5
